SeniorCitizen,Partner,Dependents,tenure,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,PaymentMethod_1,PaymentMethod_2,PaymentMethod_3,Contract_1,Contract_2,InternetService_1,InternetService_2
0.0,1.0,0.0,-0.46536881140368164,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2065685337940921,-0.7297022023965621,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-1.2802480369298872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6481290851852713,-0.9873777413883978,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.7098325790615434,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.5090565684572035,-0.8797279999039224,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,-0.38388088885106103,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8526769329509349,-0.07325937307381154,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,1.0,0.5124862592277651,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.341311450483653,1.079850245085612,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,1.0,-0.34313692757475084,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6100216963530547,-0.11040735763525766,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,-0.8728084241667844,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8427047999400631,-0.5714923774115911,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,-1.2802480369298872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6564391960276645,-0.9874880382546729,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.9606698332671783,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.2764925859129863,1.526971681591521,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,-1.2802480369298872,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3657044375866951,-0.9739215237028386,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,-1.2802480369298872,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.5073945462887248,-0.998782437361241,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,-1.0357842692720256,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.48204598938019966,-0.7765563111902151,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,0.9199258719908677,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.7978302013911397,1.1126745924890755,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,-1.2395040756535771,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.1267914697071177,-0.9813114137432686,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.6125732136881425,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7014329156193793,1.6886227688042745,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.5124862592277651,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0170980065875277,-0.3029636267782878,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5939741817803856,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.4841262359300238,-0.545793207569498,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,0.5532302205040753,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0122310611248835,0.9445380495393475,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,-1.2395040756535771,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.48192686833740783,-0.9664433961693881,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,-1.2395040756535771,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5103003662443364,-0.9215305122221766,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,-0.8320644628904742,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.45034844713631395,-0.7373126861695424,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.4495973685829016,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8244225560867978,1.6960567775912148,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,1.0,1.4903413298592119,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.010569038956405,1.9361068773522931,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,0.9606698332671783,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9972728616085759,1.3151796389701174,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,-1.1580161531009565,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5136244105812936,-0.8733749004064779,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,1.2866215234776603,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.375676570597567,1.1186306232679297,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0829017170961088,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.5075136673315164,1.837435300782609,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,1.0,1.0,1.20513360092504,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.6870120615272086,2.151119588468929,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,1.0,1.0,1.24587756220135,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.3345442407669468,-0.3127138697570046,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.8384379494382472,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.372233405217818,0.26290341595936906,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,-1.1172721918246462,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.5073945462887248,-0.9693993521855603,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.675462104333006,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.7778859353693962,0.8277336681540403,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,1.0,1.20513360092504,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.2083496770053623,1.9213932753911978,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,1.0,0.0,0.9199258719908677,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.2658639864351858,0.3656339172079763,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,1.0,0.0,1.5718292524118322,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.1501789011086105,2.155178513147852,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.0,1.0,1.0,1.6125732136881425,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.4857882580985025,-0.42223865796815635,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,1.0,1.0,0.1457906077409725,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-0.1362262572938521,-0.021508083417545353,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,-0.3023929662984404,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.4575338812343657,-0.7889095602130236,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,1.0,0.0,1.6125732136881425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6637437511685074,2.6624117417736777,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.1457906077409725,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.5140426349626392,-0.7074442947822516,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,-1.2802480369298872,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-0.06642132621774952,-0.9796569607491424,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,1.6125732136881425,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.3529456056630036,2.320954703159293,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.0,1.0,1.0,1.0829017170961088,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.4940983689408955,-0.4831225281519991,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1.0,1.0,0.0,-1.0357842692720256,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8210985117498406,-0.7088119759240624,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,-1.2802480369298872,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.30919568385842156,-0.9746715423935091,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,-0.09867315991688917,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4194264924021487,0.4231868220303117,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.2866215234776603,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.5040705019517675,-0.460224898713293,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,1.24587756220135,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13302133399968633,0.8065125510827157,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,1.6125732136881425,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6532342727334988,1.5955763324146195,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,-0.9950403079957154,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3391120828910369,-0.7281139275222009,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.20513360092504,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6548962949019773,1.2838112102014851,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,1.4088534073065913,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5424161328695678,2.3151310286199687,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,-1.076528230548336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6664113290385363,-0.8878237898885131,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.531085291135522,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5252585657606437,1.4016082633832678,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,-0.5061127726799919,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5285826100976012,-0.2951987273925222,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,-1.1172721918246462,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3590563489127803,-0.8297855788545673,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,1.0,-0.34313692757475084,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-0.2392716317395272,-0.4039293781664935,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,-0.8728084241667844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6896796393972372,-0.7939611566884222,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,1.6125732136881425,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.522471866847824,2.5054593010642425,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,1.0,1.0,1.3681094460302807,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.21932736571778377,0.6739136584468175,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,0.5124862592277651,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5385547431084732,0.5516164931210116,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,1.4903413298592119,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.4990844354463315,-0.3910687635588194,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,0.0,-0.7098325790615434,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.691460782608507,-0.4137237398917204,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,-0.18016108246950963,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.17445276716886077,-0.28097043164303726,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.531085291135522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.6870120615272086,2.5784317077918337,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.1457906077409725,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.3573943267443021,0.1750850510311526,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,-0.6690886177852331,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.72470122597808,-0.44220239076394535,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,-0.5876006952326126,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6781646052606783,-0.32180233153807086,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.06430268518835205,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.092008125211858,0.407767320125056,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,1.0,0.3902543753988342,0.5,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.6547771738591858,-0.10334835819365261,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.6347181430566958,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.20448828724426787,0.5937940147846013,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.5939741817803856,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4875694013097727,1.2535236907223495,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,1.0,0.2680224915699035,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.8227605339183193,0.5255202545603284,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,1.0,1.0,-0.8728084241667844,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.4591959034028443,-0.9181113093676493,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,-1.0357842692720256,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.4907743246039384,-0.9422883824551462,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,-1.1987601143772666,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.3362062629354254,-0.9692669959460302,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,-0.9950403079957154,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.06321640292358412,-0.7519159912643626,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,-1.2802480369298872,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.5073945462887248,-0.998782437361241,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,1.0,-0.01718523736426856,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9972728616085759,0.3742370727774324,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,1.0,1.0,1.1236456783724191,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.034962026059446996,0.7257531855961039,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,-0.9135523854430948,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.4907743246039384,-0.9245305869848588,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,1.5718292524118322,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.3345442407669468,-0.25286679011614754,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,1.0,1.0,-1.1580161531009565,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.4774781472561094,-0.9736788705970332,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,-1.2802480369298872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14797953351599438,-0.9768113015992455,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,1.0,0.43099833667514437,0.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,-0.45034844713631395,-0.05810458364761594,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,1.0829017170961088,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.1535029454455674,1.6225990646520134,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,1.0,0.0,-0.38388088885106103,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.35062711702759564,-0.4684309855641588,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,1.6125732136881425,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.5090565684572035,-0.34714855140808365,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,1.0,0.0,-0.4246248501273713,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.2841462302884506,-0.437261091154822,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,-1.2802480369298872,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.3179240190821604,-0.996267668810169,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.4903413298592119,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.3578125511256478,-0.25156528709410164,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.7162060656093165,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.9772094745440407,-0.23577077584351058,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,-1.2802480369298872,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.316261996913682,-0.996245609436914,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-1.2395040756535771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6581012181961429,-0.964811002548517,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,-0.7098325790615434,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3507462380703874,-0.5156380443298919,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,-0.05792919864057878,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.4758161250876307,-0.7386362485648433,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,-1.2802480369298872,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.4841262359300238,-0.9984736061356706,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,1.3681094460302807,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.336325383978217,2.1397369518693408,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,-1.1987601143772666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.33566891751128797,-0.9326043175961944,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.9950403079957154,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.4891123024354598,-0.944891388499238,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,1.0,1.0,1.2866215234776603,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.27429321832037046,1.0612100746851238,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,-0.18016108246950963,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.4724920807506734,-0.7589529313327127,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,1.0014137945434884,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.1950534996575335,1.6331434450679103,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,1.0,1.0,-0.7505765403378537,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.7463075141683023,-0.4520849899821924,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,-0.5468567339563021,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.4907743246039384,-0.8425800153424762,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,1.0,0.0,-0.9135523854430948,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5036522775704221,-0.6291776384734566,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.7569500268856268,0.5,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-0.5035331565276301,0.11914248045643337,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,1.4088534073065913,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.028313937385532638,0.8998236999514313,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,-0.8728084241667844,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.4741541029191518,-0.8967137173102843,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,1.0,1.6125732136881425,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-0.1279161464514588,0.999620304557121,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,1.3681094460302807,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.4774781472561094,-0.40756917475357113,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,-0.5876006952326126,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.782872001874832,-0.2841249220185045,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,-0.954296346719405,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.505732524120246,-0.9284571554242516,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,-0.954296346719405,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.34576017156495165,-0.7277168588036107,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.6347181430566958,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.550726243711961,1.3375919621972132,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,-0.9135523854430948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17789593254860972,-0.6828701529761642,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,-0.954296346719405,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9956108394400973,-0.6147508083646765,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,-0.7913205016141639,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0055829724509688,-0.4382317035780426,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,-1.1580161531009565,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.45379161251606287,-0.8617496107010848,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,-1.1580161531009565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1795579547170883,-0.9023829762368233,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,1.6125732136881425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9041996201737723,1.8490605904880018,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,0.7569500268856268,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6881367382715502,0.9435453777428716,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0829017170961088,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-0.7894009695059552,0.07473696209408712,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,-0.9135523854430948,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.691460782608507,-0.6483031150855549,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,1.1643896396487294,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5767812529834818,1.1565948046398113,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.8791819107145575,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6515722505650205,0.9709431193256011,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.023558723912041665,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.12957816861993776,-0.11005440766317741,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.22090504374581998,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.4808021915930667,-0.7699164398404552,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,-1.2802480369298872,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.47872194504324245,-0.9724214863214974,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,-0.38388088885106103,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0138930832933621,-0.03988354133897325,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,-1.2802480369298872,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.4940983689408955,-0.9986059623752007,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,1.0,0.5124862592277651,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6499102283965412,0.6947597661728073,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,0.2680224915699035,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.4940983689408955,-0.6302364883896973,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,-1.1172721918246462,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.17290986604317357,-0.8540950081815943,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.6125732136881425,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5817673194889176,1.5582077541206227,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,1.0421577558197987,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.06654044726054092,0.744327177876827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.531085291135522,0.5,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-0.671397395543972,0.3418539128390696,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,1.1643896396487294,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.1186004799075162,1.7038216769769798,0.0,0.0,0.0,1.0,0.0,1.0,0.0
